text,label,text_seg
Thà bợ đít cs chứ ko bợ đít lủ chó chúng mày,2,Thà_bợ đít cs chứ ko_bợ đít lủ chó chúng_mày
=))) chơi với bạn là lấy 3m/1 buổi share ?,0,=)) chơi với bạn là lấy 3 m / 1 buổi share ?
Đỗ Xuyên. Bình thuận kìa.,0,Đỗ_Xuyên . Bình_thuận kìa .
Gà thì chịu,1,Gà thì chịu
Mẹ cái thằng não chó.... dân ta nghèo mới mới làm vậy! Địt mẹ mày biết cái lồn gì mà phán? Pape ngày càng xàm lồn,2,Mẹ cái thằng não chó .. dân ta nghèo mới mới làm_vậy !_Địt mẹ mày biết cái lồn gì mà phán ?_Pape ngày_càng xàm lồn
Bóng già,2,Bóng già
Bọn này nó lừa mấy thằng muốn ăn ko trời quả báo,1,Bọn này nó lừa mấy thằng muốn ăn_ko trời quả báo
🤣🤣🤣,0,🤣 🤣
Quả báo sớm den voi tui mày,0,Quả báo sớm den voi tui mày
"Là một fan cứng 200 năm của anh mực, tôi thấy lối lên đồ nước mắt + lá chắn đi với mọi kèo thực sự rất mạnh, dù ai có nói gì tôi vẫn ủng hộ anh ta, cố lên anh mực",0,"Là một fan cứng 200 năm của anh mực , tôi thấy lối lên đồ nước_mắt + lá_chắn đi với mọi kèo thực_sự rất mạnh , dù ai có nói gì tôi vẫn ủng_hộ anh ta , cố lên anh mực"
bức xúc cái gì. Việc chẳng có lớn nếu nó không đăng bài nốc rượu... Bị mn chửi là sống bẩn vs thó 1 2 cạch mặt thì còn xem đằng này 7.8 người thì ăn chắc cái nhân cách r.,1,bức_xúc cái gì . Việc chẳng có lớn nếu nó không đăng bài nốc rượu .. Bị mn_chửi là sống bẩn vs_thó 1 2 cạch mặt thì còn xem đằng này 7.8 người thì ăn chắc cái nhân_cách r .
cái lol má mày thằng chó Qatar cút về quê hương m chăn bò đi. . Nhìn nó bắt lỗi cái mặt đúng đểu Qatar Fuck You Al-Adba,2,cái lol má mày thằng chó Qatar_cút về quê_hương m chăn bò đi . . Nhìn nó bắt lỗi cái mặt đúng đểu Qatar Fuck_You Al-Adba
hahha cay là gì v em Bị chưởi tới trang cá nhân r dell biết nhục nữa,0,hahha cay là gì v em Bị chưởi tới trang cá_nhân r dell biết nhục nữa
Bọn này bắt dc chặt tay nó,2,Bọn này bắt dc chặt tay nó
Ac nhơn,1,Ac nhơn
Con này bị thần kinh năng rồi moi người ơi.,2,Con này bị thần_kinh_năng rồi moi người ơi .
"ý là giống như m dù ngu tiếng việt nhưng vẫn hơn con lợn hả , cô chưa dạy m ngu thì đừng hay ra vẻ à, đến tên idol viết còn k nên thân, chắc m phải cay lắm nên mới viết sai hết như vậy, thôi trả điện thoại cho mẹ rồi ra tập viết đi :>",1,"ý là giống như m dù ngu tiếng việt nhưng vẫn hơn con lợn_hả , cô chưa dạy m ngu thì đừng hay ra_vẻ à , đến tên idol viết còn k nên thân , chắc m phải cay lắm nên mới viết sai hết như_vậy , thôi trả điện_thoại cho mẹ rồi ra tập viết đi : >"
Trời.tội nghiệp,0,Trời . tội_nghiệp
Trọng tài chó,2,Trọng_tài chó
bố cái thằng cầm nick ảo ra rep đcu nhà mày,2,bố cái thằng cầm nick ảo ra rep đcu nhà mày
Nguyễn Nam chửi tụi nó làm gì ôn ơi súc vật mà có hiểu tiếng người đâu,2,Nguyễn_Nam_chửi tụi nó làm_gì ôn ơi súc_vật mà có hiểu tiếng người đâu
đâu?? conten gì v.xử lý ngu cay bị hành r đổ thừa và bắt tao khen??? kkkkkk mày đã hài và tao đã cười,1,đâu ? ? conten gì v . xử_lý ngu_cay bị hành_r đổ thừa và bắt tao khen ? ? kk_mày đã hài và tao đã cười
Con chó đã cảnh báo mà cứ mê trai khg để ý.,1,Con chó đã cảnh_báo mà cứ mê_trai khg để_ý .
"Đủ trình k ???? Ảo tưởng thiểu năng, xấu còn đóng vai ác nữa ba :)))))",2,"Đủ trình k ? ? Ảo_tưởng thiểu_năng , xấu còn đóng vai_ác nữa ba :))"
"Anh Nhi đúng sai ? T nói ko đúng hay gì, nó trộm xe ngta xịt sơn rồi nói của nó, t kêu nó ra CA xem xe của ai. Sai chỗ nào ?",0,"Anh Nhi đúng sai ?_T nói ko đúng hay gì , nó trộm xe ngta xịt sơn rồi nói của nó , t kêu nó ra CA xem xe của ai . Sai chỗ nào ?"
2 thằng đều bẩn tính nhưng th q nó out trình th mực Nói r ngu thì câm,2,2 thằng đều bẩn_tính nhưng th q nó out_trình th_mực Nói r_ngu thì câm
Đág yêu thật sự,0,Đág_yêu thật_sự
Hoàng Hiệp KH ĐC SÓC E NHÉ,0,Hoàng_Hiệp_KH ĐC_SÓC E NHÉ
Ở quê vùng sâu vùng xa chỉ có mỗi cái TV xem vtv nên dân vẫn tin yêu đãng lắm!,0,Ở quê vùng_sâu_vùng_xa chỉ có mỗi cái TV xem vtv nên dân vẫn tin_yêu đãng lắm !
Loại mày ngu hết phần xúc vật... Mày nghĩ lỗi vì phạm Là Tội phạm à ? Tài sản của công dân là Cứt à... Mô hôi máu thịt mới có được cái phương tiện.... Đó nhé,2,Loại mày ngu hết phần xúc_vật .._Mày nghĩ lỗi vì phạm_Là Tội_phạm à ? Tài_sản của công_dân là Cứt à .. Mô_hôi máu thịt mới có được cái phương_tiện .. Đó nhé
Đị mẹ mày,2,Đị mẹ mày
https://www.facebook.com/iigiz3 nick fake thôi nick của nó đây cơ,0,https://ww.facebook.com/iigiz3 nick fake thôi_nick của nó đây cơ
Nhường chị đấy cho em đi,0,Nhường chị đấy cho em đi
loạn cực,1,loạn cực
So cái con mẹ m,2,So cái con mẹ m
Mẹ tao lạy,1,Mẹ tao lạy
You look like sh*t,2,You look like sh * t
"Làm như ở dưới gầm giường người ta mà nói, ad nói chuyện ngu vđ",1,"Làm như ở dưới gầm giường người ta mà nói , ad nói_chuyện ngu vđ"
abe ngầu lòi,0,abe ngầu lòi
Ok Haha k dám dùng acc chính mà dùng acc clone sủa hả em traiii . Đủ chất là làm chó của rác 5 củ rồi đó,2,Ok Haha_k dám dùng acc chính mà dùng acc clone sủa hả em traii . Đủ chất là làm chó của rác 5 củ rồi đó
Mong rằng những công dân Việt Nam đang ở bên Nhật Bản học tập và lao động luôn giữ được sức khỏe tốt. Và đồng thời chúc cho Nhật Bản nhanh chóng vượt qua đại nạn lần này ❤,0,Mong rằng những công_dân Việt_Nam đang ở bên Nhật_Bản học_tập và lao_động luôn giữ được sức khỏe tốt . Và đồng_thời chúc cho Nhật_Bản nhanh_chóng vượt qua đại_nạn lần này ❤
Biết là Nhật cũng có người này người kia nhưng chú bao nhiêu tuổi rồi mà hành động ấu trĩ như thế 😖😖😖,1,Biết là Nhật cũng có người này người kia nhưng chú bao_nhiêu tuổi rồi mà hành_động ấu_trĩ như_thế 😖 😖
có ai hỏi rank gì à =))))))) tự hào mực con rank ct à hahahah,0,có ai hỏi rank gì à =)) tự_hào_mực con rank ct à hahahah
Ở nhà với a Chip già :(,0,Ở nhà với a Chip_già : (
Ngọc Như chắc là sẽ bíu ty phun lắm đâyyy,0,Ngọc_Như chắc là sẽ bíu_ty phun lắm đâyy
Cái đm,1,Cái đm
Nhục hơn cả chó,2,Nhục hơn cả chó
M mù ak,1,M mù ak
Lũ khốn nạn chúng mày sẽ phải trả giá thôi,2,Lũ khốn_nạn chúng_mày sẽ phải trả_giá thôi
Cho nó ngáp cho nó chừa Cho mày tin cs nhe con,1,Cho nó ngáp cho nó chừa Cho_mày tin cs nhe con
Bay nick haha,0,Bay nick haha
Toan Le ngài cái đcmm ah,2,Toan_Le ngài cái đcmm ah
có thật là rank dct k v đánh cái rank bk thôi mà trông áp lực thế,0,có thật là rank dct k v đánh cái rank bk thôi mà trông áp_lực thế
Đéo làm even nho nhỏ giải nghiệp đi abe :)),1,Đéo làm even nho_nhỏ giải_nghiệp đi abe :))
Công an vào cuộc chắc sớm bắt đc thôi giờ chạy sao cho thoát? Bắt ca bọn luôn,0,Công_an vào_cuộc chắc sớm bắt_đc thôi giờ chạy sao cho thoát ? Bắt_ca bọn luôn
gì vậy má nó có thật là nó bán cho báo lá cải nó tung rồi chứ đâu rãnh tung chùa cho bà xem miễn phí vậy. Chắc ba ghi âm làm nhạc cùng nhau rồi khịa nói tung lên thôi. Nó mà làm vậy ai dám làm việc chung với nó. Bình Gold tặng nó bài diss chưa sợ ak,0,gì vậy má nó có thật là nó bán cho báo lá cải nó tung rồi chứ đâu rãnh_tung chùa cho bà xem miễn_phí vậy . Chắc ba ghi_âm làm nhạc cùng nhau rồi khịa nói tung lên thôi . Nó mà làm_vậy ai dám làm_việc chung với nó . Bình_Gold tặng nó bài diss chưa sợ ak
Rồi kiện chưa,0,Rồi kiện chưa
Lên top chỉ qua được ng ta ủng hộ sau vụ việc thg KICM nhạc dell hay chổ nào,1,Lên top chỉ qua được ng ta ủng_hộ sau vụ_việc thg KICM_nhạc dell hay chổ nào
Quang Huy thế nghe j là giáo viên tiểu học chưa,0,Quang Huy_thế nghe j là giáo_viên tiểu_học chưa
Sr cái lol mẹ mày,2,Sr cái lol mẹ mày
Bạn cố chấp và đang phá nền bóng đá vn,0,Bạn cố_chấp và đang phá nền bóng_đá vn
Trọng tài như cái đầu b**,2,Trọng_tài như cái đầu b * *
hẳn đi tù :)) nói câu như cái gì cũng biết,0,hẳn đi tù_:)) nói câu như cái gì cũng biết
"Mày chửi LQ xong bị thằng âm binh 11 nó lừa cho hơn trăm triệu, nhục mặt, gậy mày đập vào mặt mày ,đáng đời, chửi người ta làm sao mày gánh hết.",2,"Mày chửi LQ xong bị thằng âm_binh 11 nó lừa cho hơn trăm triệu , nhục_mặt , gậy mày đập vào mặt_mày , đáng đời , chửi người ta làm_sao mày gánh hết ."
đcm. phạt! phạt cái loz. cáu!!!,1,đcm . phạt !_phạt cái loz . cáu ! !
giải trí điên =)))),0,giải_trí điên_=))
Chỗ xe này riêng tiền hút xăng cũng nuôi được bố mẹ rồi,0,Chỗ xe này riêng tiền hút xăng cũng nuôi được bố_mẹ rồi
"anh yêu em, cưới ah đi",0,"anh yêu em , cưới ah đi"
Đại cao thủ bú win mới đúng chứ hết thời cái đầu buồi,1,Đại cao_thủ bú win mới đúng chứ hết thời cái đầu buồi
còn mình không đồng ý khi bảo bộ đội là chính quyền,0,còn mình không đồng_ý khi bảo bộ_đội là chính_quyền
"tớ khởi nghiệp bán giày Authentic , bạn nào có nhu cầu mang giày real đi chơi Tết ib mình nha Duh Thrift Store",0,"tớ khởi_nghiệp bán giày_Authentic , bạn nào có nhu_cầu mang giày real đi chơi Tết ib mình nha Duh_Thrift Store"
"đáng, thua là đáng :)))",0,"đáng , thua là đáng :))"
Lo ăn lo cướp tối đa thì lãnh đạo gì,1,Lo ăn lo cướp tối_đa thì lãnh_đạo gì
"Đĩ mẹ nhung, lựa đi em",2,"Đĩ mẹ nhung , lựa đi em"
Cần info Áo.,0,Cần info_Áo .
Đập tai nghe đập cù chỏ đây rồiiii :>,0,Đập tai nghe đập cù_chỏ đây rồii : >
Dờ.... đéo phải đờ nghe chưa thằng hl :3,2,Dờ .. đéo phải đờ nghe chưa thằng hl : 3
Cmm mù à,1,Cmm mù à
từ khi nào đụ người ta rồi bỏ được tung hô nhỉ :))) Victim blaming vừa thôi ước gì đầu mấy fan rách nó sáng chứ không phải là đít,1,từ khi nào đụ người ta rồi bỏ được tung hô nhỉ :)) Victim_blaming vừa thôi_ước gì đầu mấy fan rách nó sáng chứ không phải là đít
Đm dlv bơi hết vào đây,1,Đm dlv bơi hết vào đây
Tội cho chồng cô ấy,0,Tội cho chồng cô ấy
Quan vn chúng nó tham vl...địt con mẹ lũ quan tham,2,Quan vn chúng_nó tham_vl .. địt con mẹ lũ quan tham
đến lúc vr tung ra hàng loạt tật xấu thg rách thì nó mới khiếp chứ h nó còn khinh thường lắm,1,đến lúc vr tung ra hàng_loạt tật xấu thg_rách thì nó mới khiếp chứ h nó còn khinh_thường lắm
kêu thằng rẻ jack idol m chịu trách nhiệm vì k bao đi xong anh t chịu trách nhiệm cho,1,kêu thằng rẻ jack idol m chịu trách_nhiệm vì k bao đi xong anh t chịu trách_nhiệm cho
trình m đến đâu ?,0,trình m đến đâu ?
Gái mẹ n,2,Gái mẹ n
H content là z ha mn . Kiểu xem khá ức chế khi chiêu hụt là chửi thề hò hét vcl=),0,H content là z ha mn . Kiểu xem khá ức_chế khi chiêu_hụt là chửi thề hò_hét vcl = )
má coi y chang như nó nhìn mình nó chửi vậy. lol,1,má coi y_chang như nó nhìn mình nó chửi vậy . lol
giữ xe thu tiền mà mày nói vậy nghe sao được,0,giữ xe thu tiền mà mày nói vậy nghe sao được
Anh Duck sao mà nó liên mồm được nhỉ =)),0,Anh Duck_sao mà nó liên_mồm được nhỉ =))
Dm... bạn ở đâu mà hỏi câu dốt vậy.... ở vn .... công an... làm gì cũng được.,1,Dm .. bạn ở đâu mà hỏi câu dốt vậy .. ở vn .. công_an .. làm gì cũng được .
Bắt xong xl chắc tao đập chetme mày quáaa =)),2,Bắt xong xl chắc tao đập chetme mày quáaa =))
phò cũng là 1 nghề chân chính đấy đm thằng ad,2,phò cũng là 1 nghề chân_chính đấy đm thằng ad
"Bị chửi nhiều quá xong bày đặt trả vờ đăng stt ""nghĩ content gì tiếp đây"" :)) người ta diễn để tạo content không nói. Đây cư xử như 1 con chó ngu, nói toàn Xưng Bố với mày, người ta thì Anh-em, trông chẳng tôn trọng ai cả. Nhân cách thối",2,"Bị chửi nhiều quá xong bày đặt trả_vờ đăng_stt "" nghĩ content gì tiếp đây "" :)) người ta diễn để tạo content không nói . Đây cư_xử như 1 con chó ngu , nói toàn Xưng_Bố với mày , người ta thì Anh-em , trông chẳng tôn_trọng ai cả . Nhân_cách thối"
Sorry con cak,1,Sorry con cak
Tởm l dmm,1,Tởm l dmm
Đm cú vl,1,Đm cú vl
Dẹo dẹo cho cố,1,Dẹo dẹo cho cố
ngu lol cay quài dị kkkk. nhục lol,1,ngu lol cay quài dị_kk . nhục lol
Nguyễn chả bù chỗ bạn hành xe máy còn đắt hơn cả ô tô =)))),0,Nguyễn_chả_bù chỗ bạn hành xe_máy còn đắt hơn cả ô_tô =))
Lỗi cái lok,1,Lỗi cái lok
vậy mày vô đây sủa làm cc gì tml,2,vậy mày vô đây sủa làm cc gì tml
"Đù dại ghê, bọn đấy ngày nào nó cũng lên Phường xiên cho nó 1 cái, đuợc tiếng luôn, vào khám mấy anh chị cũng thương, xiên hết mọi thằng trên Phường luôn cho nó Sum",1,"Đù dại ghê , bọn đấy ngày nào nó cũng lên Phường xiên cho nó 1 cái , được tiếng luôn , vào khám mấy anh_chị cũng thương , xiên hết mọi thằng trên Phường luôn cho nó Sum"
Mã cha cụ mày,2,Mã_cha cụ mày
"Nó đi 2 xe 4 thằng, trộm cướp giống người vậy...",1,"Nó đi 2 xe 4 thằng , trộm_cướp giống người vậy .."
Mời Dì Hai (ca sỹ Tuấn Phong) đi Anh Chị ❤️❤️,0,Mời Dì_Hai ( ca_sỹ Tuấn_Phong ) đi Anh_Chị ❤ ️_❤ ️
Thấy trai là tớn lên,0,Thấy trai là tớn lên
Xứ sở chộm cướp,0,Xứ_sở chộm cướp
Ra tay nhanh lẹ thiệt,0,Ra_tay nhanh lẹ thiệt
Sorry Việt Nam =)))?? FAKE?,0,Sorry Việt_Nam =)) ? ?_FAKE ?
Dân Hà tĩnh công nhận lắm đệ tử của Ducangter thật,0,Dân Hà_tĩnh công_nhận lắm đệ_tử của Ducangter thật
"Lời thật lòng gửi bạn : Rất thương và nể những người lao động chân chính như bạn.Nhưng loại hình bạn kinh doanh, mặt hàng cũng có rất nhiều người làm.Vì vậy bạn cứ làm việc nghiêm túc tự nhiên sẽ không còn những chuyện bực dọc và công việc sẽ tiếp tục thận lợi.✊",0,"Lời thật lòng gửi bạn : Rất thương và nể những người lao_động chân_chính như bạn . Nhưng loại_hình bạn kinh_doanh , mặt_hàng cũng có rất nhiều người làm . Vì_vậy bạn cứ làm_việc nghiêm_túc tự_nhiên sẽ không còn những chuyện bực_dọc và công_việc sẽ tiếp_tục thận_lợi . ✊"
Đang khoe đú trend mà nhớ nhung gì dở đây má ><,0,Đang khoe đú trend mà nhớ_nhung gì dở đây má > <
thế còn cái sự thật vụ chối bỏ con thì sao ạ:lll,0,thế còn cái sự_thật vụ chối_bỏ con thì sao ạ : ll
thì lũ rẻ jack cấp 1 ở đâu chả giống nhau,1,thì lũ rẻ jack cấp 1 ở đâu chả giống nhau
"ở nhà live không sợ nhục, chứ ra đường để nhta chỉ chỉ trỏ trỏ có khóc như cho’ không=))",1,"ở nhà live không sợ_nhục , chứ ra đường để nhta chỉ chỉ trỏ trỏ có khóc như cho ’ không =))"
Hữu Khánh ờ chắc số khung xe để trưng,0,Hữu_Khánh_ờ chắc số khung xe để trưng
vé máy bay giảm mn đi du lịch Châu Âu nhiều nhỉ :))),0,vé máy_bay giảm mn đi du_lịch Châu_Âu nhiều nhỉ :))
"Ông tập trung đánh trụ là win r , còn ngựa ngựa quay qua combo con LB",0,"Ông tập_trung đánh trụ là win r , còn ngựa ngựa quay qua combo con LB"
